source	target	depth
double pendulum	pendulum	4
double pendulum	lissajous curves	4
double pendulum	blackburn pendulum	4
coupled map lattice	cellular automata	4
coupled map lattice	lyapunov exponent	4
coupled map lattice	stochastic cellular automata	4
coupled map lattice	rulkov map	4
coupled map lattice	chialvo map	4
chua's circuit	chaos computing	4
chua's circuit	multiscroll attractor	4
chua's circuit	leon chua	4
bouncing ball dynamics	bouncy ball	4
bifurcation theory	bifurcation diagram	4
bifurcation theory	bifurcation memory	4
bifurcation theory	catastrophe theory	4
bifurcation theory	feigenbaum constants	4
bifurcation theory	geomagnetic reversal	4
bifurcation theory	phase portrait	4
bifurcation theory	tennis racket theorem	4
arnold's cat map	recurrence plot	4
radial basis function kernel	gaussian function	3
radial basis function kernel	kernel (statistics)	3
radial basis function kernel	polynomial kernel	3
radial basis function kernel	radial basis function	3
radial basis function kernel	radial basis function network	3
radial basis function kernel	obst kernel network	3
instance-based learning	analogical modeling	3
gaussian function	normal distribution	4
gaussian function	cauchy distribution	4
gaussian function	radial basis function kernel	4
population proportion	binomial proportion confidence interval	4
population proportion	confidence interval	4
population proportion	prevalence	4
population proportion	statistical hypothesis testing	4
population proportion	statistical inference	4
population proportion	statistical parameter	4
population proportion	tolerance interval	4
radial basis function	matérn covariance function	4
radial basis function	radial basis function interpolation	4
radial basis function	kansa method	4
information field theory	bayesian inference	4
information field theory	bayesian hierarchical modeling	4
information field theory	gaussian process	4
information field theory	statistical inference	4
kernel (statistics)	kernel density estimation	4
kernel (statistics)	kernel smoother	4
kernel (statistics)	stochastic kernel	4
kernel (statistics)	positive-definite kernel	4
kernel (statistics)	density estimation	4
kernel (statistics)	multivariate kernel density estimation	4
analogical modeling	computational linguistics	4
analogical modeling	connectionism	4
analogical modeling	instance-based learning	4
analogical modeling	k-nearest neighbor algorithm	4
induction (philosophy)	analogy	4
induction (philosophy)	argument	4
induction (philosophy)	argumentation theory	4
induction (philosophy)	bayesian probability	4
induction (philosophy)	counterinduction	4
induction (philosophy)	explanation	4
induction (philosophy)	failure mode and effects analysis	4
induction (philosophy)	falsifiability	4
induction (philosophy)	grammar induction	4
induction (philosophy)	inductive logic programming	4
induction (philosophy)	inductive probability	4
induction (philosophy)	inductive programming	4
induction (philosophy)	inductive reasoning aptitude	4
induction (philosophy)	inductivism	4
induction (philosophy)	inquiry	4
induction (philosophy)	intuitive statistics	4
induction (philosophy)	lateral thinking	4
induction (philosophy)	laurence jonathan cohen	4
induction (philosophy)	logic	4
induction (philosophy)	logical reasoning	4
induction (philosophy)	logical positivism	4
induction (philosophy)	minimum description length	4
induction (philosophy)	minimum message length	4
induction (philosophy)	new riddle of induction	4
induction (philosophy)	open world assumption	4
induction (philosophy)	raven paradox	4
induction (philosophy)	recursive bayesian estimation	4
induction (philosophy)	statistical inference	4
induction (philosophy)	marcus hutter	4
induction (philosophy)	stephen toulmin	4
jurimetrics	bayesian inference	4
jurimetrics	computational criminology	4
jurimetrics	disparate impact	4
jurimetrics	forensic statistics	4
jurimetrics	law and economics	4
jurimetrics	quantitative methods in criminology	4
jurimetrics	expert witness	4
jurimetrics	daubert standard	4
jurimetrics	frye standard	4
jurimetrics	simpson's paradox	4
jurimetrics	survival analysis	4
racial profiling	affirmative action	4
racial profiling	institutional racism	4
racial profiling	contempt of cop	4
racial profiling	de-policing	4
racial profiling	driving while black	4
racial profiling	police misconduct	4
racial profiling	presumption of guilt	4
racial profiling	race and crime in the united states	4
racial profiling	henry louis gates arrest controversy	4
racial profiling	edward c. lawson	4
racial profiling	social profiling	4
racial profiling	police harassment	4
racial profiling	selective enforcement	4
preventive state	crime prevention	4
preventive state	deradicalization	4
preventive state	pre-crime	4
preventive state	predictive policing	4
pre-crime	bureau of alcohol, tobacco, firearms and explosives fictional sting operations	4
pre-crime	habeas corpus	4
pre-crime	incapacitation (penology)	4
pre-crime	predictive policing	4
pre-crime	presumption of guilt	4
pre-crime	preventive detention	4
pre-crime	preventive state	4
pre-crime	thoughtcrime	4
pre-crime	total information awareness	4
quantitative methods in criminology	bayes' theorem	4
quantitative methods in criminology	computational criminology	4
quantitative methods in criminology	forensic statistics	4
quantitative methods in criminology	journal of quantitative criminology	4
quantitative methods in criminology	jurimetrics	4
quantitative methods in criminology	predictive policing	4
quantitative methods in criminology	social network analysis (criminology)	4
quantitative methods in criminology	qualitative research in criminology	4
carding (police policy)	terry stop	4
carding (police policy)	stop and search	4
carding (police policy)	stop-and-frisk in new york city	4
carding (police policy)	stop and identify statutes	4
carding (police policy)	sus law	4
carding (police policy)	ticket quota	4
social network analysis	actor-network theory	4
social network analysis	attention inequality	4
social network analysis	blockmodeling	4
social network analysis	community structure	4
social network analysis	complex network	4
social network analysis	digital humanities	4
social network analysis	dynamic network analysis	4
social network analysis	friendship paradox	4
social network analysis	individual mobility	4
social network analysis	influence-for-hire	4
social network analysis	mathematical sociology	4
social network analysis	metcalfe's law	4
social network analysis	netocracy	4
social network analysis	network-based diffusion analysis	4
social network analysis	network science	4
social network analysis	organizational patterns	4
social network analysis	small world phenomenon	4
social network analysis	social media analytics	4
social network analysis	social media intelligence	4
social network analysis	social media mining	4
social network analysis	social network	4
social network analysis	social network analysis software	4
social network analysis	social networking service	4
social network analysis	social software	4
social network analysis	social web	4
social network analysis	sociomapping	4
social network analysis	virtual collective consciousness	4
social media intelligence	algorithmic curation	4
social media intelligence	ambient awareness	4
social media intelligence	collective influence algorithm	4
social media intelligence	information retrieval	4
social media intelligence	media intelligence	4
social media intelligence	open-source intelligence	4
social media intelligence	sentiment analysis	4
social media intelligence	social cloud computing	4
social media intelligence	social media analytics	4
social media intelligence	social media mining	4
social media intelligence	social software	4
social media intelligence	virtual collective consciousness	4
social media mining	social media measurement	4
social media mining	text mining	4
social media mining	web mining	4
social media mining	nuvi	4
social media mining	social media	4
social media mining	profiling (information science)	4
social media mining	web scraping	4
social media mining	general data protection regulation	4
ambient awareness	creator economy	4
ambient awareness	cultural technology	4
ambient awareness	influence-for-hire	4
ambient awareness	media intelligence	4
ambient awareness	sentiment analysis	4
ambient awareness	social cloud computing	4
ambient awareness	social media intelligence	4
ambient awareness	virtual collective consciousness	4
sentiment analysis	affective computing	4
sentiment analysis	consumer sentiment	4
sentiment analysis	emotion recognition	4
sentiment analysis	friendly artificial intelligence	4
sentiment analysis	multimodal sentiment analysis	4
sentiment analysis	stylometry	4
